,일자,구분,확진자,확진률,사망자,사망률
547,2020-05-26,70-79,721,6.42,79,29.37
548,2020-05-26,80 이상,491,4.37,131,48.7
549,2020-05-26,여성,6561,58.45,127,47.21
550,2020-05-26,남성,4664,41.55,142,52.79
551,2020-05-27,0-9,153,1.36,0,0.0
552,2020-05-27,10-19,640,5.68,0,0.0
553,2020-05-27,20-29,3131,27.79,0,0.0
554,2020-05-27,30-39,1248,11.08,2,0.74
555,2020-05-27,40-49,1489,13.22,3,1.12
556,2020-05-27,50-59,2002,17.77,15,5.58
557,2020-05-27,60-69,1386,12.3,39,14.5
558,2020-05-27,70-79,724,6.43,79,29.37
559,2020-05-27,80 이상,492,4.37,131,48.7
560,2020-05-27,여성,6585,58.46,127,47.21
561,2020-05-27,남성,4680,41.54,142,52.79
562,2020-05-28,0-9,155,1.37,0,0.0
563,2020-05-28,10-19,644,5.68,0,0.0
564,2020-05-28,20-29,3146,27.73,0,0.0
565,2020-05-28,30-39,1274,11.23,2,0.74
566,2020-05-28,40-49,1503,13.25,3,1.12
567,2020-05-28,50-59,2014,17.75,15,5.58
568,2020-05-28,60-69,1392,12.27,39,14.5
569,2020-05-28,70-79,724,6.38,79,29.37
570,2020-05-28,80 이상,492,4.34,131,48.7
571,2020-05-28,여성,6617,58.33,127,47.21
572,2020-05-28,남성,4727,41.67,142,52.79
573,2020-05-29,0-9,156,1.37,0,0.0
574,2020-05-29,10-19,650,5.7,0,0.0
575,2020-05-29,20-29,3158,27.7,0,0.0
576,2020-05-29,30-39,1283,11.25,2,0.74
577,2020-05-29,40-49,1513,13.27,3,1.12
578,2020-05-29,50-59,2023,17.74,15,5.58
579,2020-05-29,60-69,1400,12.28,39,14.5
580,2020-05-29,70-79,724,6.35,79,29.37
581,2020-05-29,80 이상,495,4.34,131,48.7
582,2020-05-29,여성,6643,58.26,127,47.21
583,2020-05-29,남성,4759,41.74,142,52.79
584,2020-05-30,0-9,157,1.37,0,0.0
585,2020-05-30,10-19,655,5.73,0,0.0
586,2020-05-30,20-29,3167,27.68,0,0.0
587,2020-05-30,30-39,1285,11.23,2,0.74
588,2020-05-30,40-49,1517,13.26,3,1.12
589,2020-05-30,50-59,2033,17.77,15,5.58
590,2020-05-30,60-69,1404,12.27,39,14.5
591,2020-05-30,70-79,725,6.34,79,29.37
592,2020-05-30,80 이상,498,4.35,131,48.7
593,2020-05-30,여성,6661,58.22,127,47.21
594,2020-05-30,남성,4780,41.78,142,52.79
595,2020-05-31,0-9,157,1.37,0,0.0
596,2020-05-31,10-19,655,5.71,0,0.0
597,2020-05-31,20-29,3176,27.69,0,0.0
598,2020-05-31,30-39,1292,11.27,2,0.74
599,2020-05-31,40-49,1521,13.26,3,1.11
600,2020-05-31,50-59,2039,17.78,15,5.56
601,2020-05-31,60-69,1405,12.25,39,14.44
602,2020-05-31,70-79,725,6.32,80,29.63
603,2020-05-31,80 이상,498,4.34,131,48.52
604,2020-05-31,여성,6673,58.19,127,47.04
605,2020-05-31,남성,4795,41.81,143,52.96
606,2020-06-02,0-9,158,1.37,0,0.0
607,2020-06-02,10-19,659,5.71,0,0.0
608,2020-06-02,20-29,3183,27.58,0,0.0
609,2020-06-02,30-39,1299,11.26,2,0.74
610,2020-06-02,40-49,1529,13.25,3,1.1
611,2020-06-02,50-59,2061,17.86,15,5.51
612,2020-06-02,60-69,1421,12.31,39,14.34
613,2020-06-02,70-79,732,6.34,80,29.41
614,2020-06-02,80 이상,499,4.32,133,48.9
615,2020-06-02,여성,6712,58.16,128,47.06
616,2020-06-02,남성,4829,41.84,144,52.94
617,2020-06-03,0-9,159,1.37,0,0.0
618,2020-06-03,10-19,661,5.7,0,0.0
619,2020-06-03,20-29,3188,27.51,0,0.0
620,2020-06-03,30-39,1305,11.26,2,0.73
621,2020-06-03,40-49,1534,13.24,3,1.1
622,2020-06-03,50-59,2070,17.86,15,5.49
623,2020-06-03,60-69,1436,12.39,39,14.29
624,2020-06-03,70-79,738,6.37,81,29.67
625,2020-06-03,80 이상,499,4.31,133,48.72
626,2020-06-03,여성,6738,58.14,128,46.89
627,2020-06-03,남성,4852,41.86,145,53.11
628,2020-06-04,0-9,160,1.38,0,0.0
629,2020-06-04,10-19,661,5.68,0,0.0
630,2020-06-04,20-29,3193,27.46,0,0.0
631,2020-06-04,30-39,1308,11.25,2,0.73
632,2020-06-04,40-49,1537,13.22,3,1.1
633,2020-06-04,50-59,2079,17.88,15,5.49
634,2020-06-04,60-69,1445,12.43,39,14.29
635,2020-06-04,70-79,744,6.4,81,29.67
636,2020-06-04,80 이상,502,4.32,133,48.72
637,2020-06-04,여성,6757,58.1,128,46.89
638,2020-06-04,남성,4872,41.9,145,53.11
639,2020-06-05,0-9,161,1.38,0,0.0
640,2020-06-05,10-19,663,5.68,0,0.0
641,2020-06-05,20-29,3198,27.41,0,0.0
642,2020-06-05,30-39,1310,11.23,2,0.73
643,2020-06-05,40-49,1540,13.2,3,1.1
644,2020-06-05,50-59,2086,17.88,15,5.49
645,2020-06-05,60-69,1455,12.47,39,14.29
646,2020-06-05,70-79,751,6.44,81,29.67
647,2020-06-05,80 이상,504,4.32,133,48.72
648,2020-06-05,여성,6775,58.06,128,46.89
649,2020-06-05,남성,4893,41.94,145,53.11
650,2020-06-06,0-9,164,1.4,0,0.0
651,2020-06-06,10-19,664,5.67,0,0.0
652,2020-06-06,20-29,3200,27.31,0,0.0
653,2020-06-06,30-39,1316,11.23,2,0.73
654,2020-06-06,40-49,1551,13.23,3,1.1
655,2020-06-06,50-59,2094,17.87,15,5.49
656,2020-06-06,60-69,1464,12.49,39,14.29
657,2020-06-06,70-79,759,6.48,81,29.67
658,2020-06-06,80 이상,507,4.33,133,48.72
659,2020-06-06,여성,6799,58.02,128,46.89
660,2020-06-06,남성,4920,41.98,145,53.11
661,2020-06-07,0-9,165,1.4,0,0.0
662,2020-06-07,10-19,670,5.69,0,0.0
663,2020-06-07,20-29,3203,27.2,0,0.0
664,2020-06-07,30-39,1322,11.23,2,0.73
665,2020-06-07,40-49,1559,13.24,3,1.1
666,2020-06-07,50-59,2105,17.88,15,5.49
667,2020-06-07,60-69,1476,12.53,39,14.29
668,2020-06-07,70-79,767,6.51,81,29.67
669,2020-06-07,80 이상,509,4.32,133,48.72
670,2020-06-07,여성,6826,57.97,128,46.89
671,2020-06-07,남성,4950,42.03,145,53.11
672,2020-06-08,0-9,166,1.41,0,0.0
673,2020-06-08,10-19,672,5.69,0,0.0
674,2020-06-08,20-29,3208,27.15,0,0.0
675,2020-06-08,30-39,1324,11.21,2,0.73
676,2020-06-08,40-49,1564,13.24,3,1.1
677,2020-06-08,50-59,2111,17.87,15,5.49
678,2020-06-08,60-69,1487,12.59,39,14.29
679,2020-06-08,70-79,770,6.52,81,29.67
680,2020-06-08,80 이상,512,4.33,133,48.72
681,2020-06-08,여성,6852,58.0,128,46.89
682,2020-06-08,남성,4962,42.0,145,53.11
683,2020-06-09,0-9,166,1.4,0,0.0
684,2020-06-09,10-19,672,5.67,0,0.0
685,2020-06-09,20-29,3211,27.09,0,0.0
686,2020-06-09,30-39,1326,11.19,2,0.73
687,2020-06-09,40-49,1568,13.23,3,1.09
688,2020-06-09,50-59,2121,17.9,15,5.47
689,2020-06-09,60-69,1496,12.62,39,14.23
690,2020-06-09,70-79,775,6.54,81,29.56
691,2020-06-09,80 이상,517,4.36,134,48.91
692,2020-06-09,여성,6872,57.98,128,46.72
693,2020-06-09,남성,4980,42.02,146,53.28
694,2020-06-10,0-9,167,1.4,0,0.0
695,2020-06-10,10-19,674,5.66,0,0.0
696,2020-06-10,20-29,3217,27.03,0,0.0
697,2020-06-10,30-39,1335,11.22,2,0.72
698,2020-06-10,40-49,1569,13.18,3,1.09
699,2020-06-10,50-59,2128,17.88,15,5.43
700,2020-06-10,60-69,1512,12.7,39,14.13
701,2020-06-10,70-79,782,6.57,81,29.35
702,2020-06-10,80 이상,518,4.35,136,49.28
703,2020-06-10,여성,6900,57.97,129,46.74
704,2020-06-10,남성,5002,42.03,147,53.26
705,2020-06-11,0-9,168,1.41,0,0.0
706,2020-06-11,10-19,677,5.67,0,0.0
707,2020-06-11,20-29,3223,26.98,0,0.0
708,2020-06-11,30-39,1345,11.26,2,0.72
709,2020-06-11,40-49,1574,13.17,3,1.09
710,2020-06-11,50-59,2137,17.89,15,5.43
711,2020-06-11,60-69,1517,12.7,39,14.13
712,2020-06-11,70-79,787,6.59,81,29.35
713,2020-06-11,80 이상,519,4.34,136,49.28
714,2020-06-11,여성,6917,57.9,129,46.74
715,2020-06-11,남성,5030,42.1,147,53.26
716,2020-06-12,0-9,168,1.41,0,0.0
717,2020-06-12,10-19,677,5.67,0,0.0
718,2020-06-12,20-29,3223,26.98,0,0.0
719,2020-06-12,30-39,1345,11.26,2,0.72
720,2020-06-12,40-49,1574,13.17,3,1.09
721,2020-06-12,50-59,2137,17.89,15,5.43
722,2020-06-12,60-69,1517,12.7,39,14.13
723,2020-06-12,70-79,787,6.59,81,29.35
724,2020-06-12,80 이상,519,4.34,136,49.28
725,2020-06-12,여성,6917,57.9,129,46.74
726,2020-06-12,남성,5030,42.1,147,53.26
727,2020-06-13,0-9,168,1.39,0,0.0
728,2020-06-13,10-19,681,5.65,0,0.0
729,2020-06-13,20-29,3243,26.91,0,0.0
730,2020-06-13,30-39,1354,11.24,2,0.72
731,2020-06-13,40-49,1578,13.09,3,1.08
732,2020-06-13,50-59,2163,17.95,15,5.42
733,2020-06-13,60-69,1538,12.76,40,14.44
734,2020-06-13,70-79,796,6.61,81,29.24
735,2020-06-13,80 이상,530,4.4,136,49.1
736,2020-06-13,여성,6970,57.84,130,46.93
737,2020-06-13,남성,5081,42.16,147,53.07
738,2020-06-14,0-9,168,1.39,0,0.0
739,2020-06-14,10-19,681,5.64,0,0.0
740,2020-06-14,20-29,3251,26.9,0,0.0
741,2020-06-14,30-39,1357,11.23,2,0.72
742,2020-06-14,40-49,1584,13.11,3,1.08
743,2020-06-14,50-59,2170,17.96,15,5.42
744,2020-06-14,60-69,1546,12.79,40,14.44
745,2020-06-14,70-79,797,6.59,81,29.24
746,2020-06-14,80 이상,531,4.39,136,49.1
747,2020-06-14,여성,6988,57.82,130,46.93
748,2020-06-14,남성,5097,42.18,147,53.07
749,2020-06-16,0-9,172,1.42,0,0.0
750,2020-06-16,10-19,682,5.61,0,0.0
751,2020-06-16,20-29,3259,26.81,0,0.0
752,2020-06-16,30-39,1366,11.24,2,0.72
753,2020-06-16,40-49,1599,13.16,3,1.08
754,2020-06-16,50-59,2182,17.95,15,5.4
755,2020-06-16,60-69,1558,12.82,40,14.39
756,2020-06-16,70-79,805,6.62,81,29.14
757,2020-06-16,80 이상,532,4.38,137,49.28
758,2020-06-16,여성,7017,57.73,130,46.76
759,2020-06-16,남성,5138,42.27,148,53.24
760,2020-06-17,0-9,174,1.43,0,0.0
761,2020-06-17,10-19,683,5.6,0,0.0
762,2020-06-17,20-29,3267,26.78,0,0.0
763,2020-06-17,30-39,1380,11.31,2,0.72
764,2020-06-17,40-49,1601,13.13,3,1.08
765,2020-06-17,50-59,2189,17.95,15,5.38
766,2020-06-17,60-69,1561,12.8,40,14.34
767,2020-06-17,70-79,810,6.64,81,29.03
768,2020-06-17,80 이상,533,4.37,138,49.46
769,2020-06-17,여성,7042,57.73,130,46.59
770,2020-06-17,남성,5156,42.27,149,53.41
771,2020-06-18,0-9,175,1.43,0,0.0
772,2020-06-18,10-19,684,5.58,0,0.0
773,2020-06-18,20-29,3277,26.74,0,0.0
774,2020-06-18,30-39,1384,11.29,2,0.71
775,2020-06-18,40-49,1607,13.11,3,1.07
776,2020-06-18,50-59,2198,17.93,15,5.36
777,2020-06-18,60-69,1574,12.84,40,14.29
778,2020-06-18,70-79,817,6.67,81,28.93
779,2020-06-18,80 이상,541,4.41,139,49.64
780,2020-06-18,여성,7076,57.73,130,46.43
781,2020-06-18,남성,5181,42.27,150,53.57
782,2020-06-19,0-9,175,1.42,0,0.0
783,2020-06-19,10-19,686,5.57,0,0.0
784,2020-06-19,20-29,3285,26.69,0,0.0
785,2020-06-19,30-39,1393,11.32,2,0.71
786,2020-06-19,40-49,1610,13.08,3,1.07
787,2020-06-19,50-59,2210,17.96,15,5.36
788,2020-06-19,60-69,1585,12.88,40,14.29
789,2020-06-19,70-79,820,6.66,81,28.93
790,2020-06-19,80 이상,542,4.4,139,49.64
791,2020-06-19,여성,7100,57.7,130,46.43
792,2020-06-19,남성,5206,42.3,150,53.57
793,2020-06-20,0-9,177,1.43,0,0.0
794,2020-06-20,10-19,690,5.58,0,0.0
795,2020-06-20,20-29,3294,26.62,0,0.0
796,2020-06-20,30-39,1406,11.36,2,0.71
797,2020-06-20,40-49,1618,13.08,3,1.07
798,2020-06-20,50-59,2222,17.96,15,5.36
799,2020-06-20,60-69,1598,12.92,40,14.29
800,2020-06-20,70-79,823,6.65,81,28.93
801,2020-06-20,80 이상,545,4.4,139,49.64
802,2020-06-20,여성,7128,57.61,130,46.43
803,2020-06-20,남성,5245,42.39,150,53.57
804,2020-06-21,0-9,177,1.43,0,0.0
805,2020-06-21,10-19,691,5.56,0,0.0
806,2020-06-21,20-29,3299,26.56,0,0.0
807,2020-06-21,30-39,1416,11.4,2,0.71
808,2020-06-21,40-49,1623,13.07,3,1.07
809,2020-06-21,50-59,2230,17.95,15,5.36
810,2020-06-21,60-69,1608,12.95,40,14.29
811,2020-06-21,70-79,829,6.67,81,28.93
812,2020-06-21,80 이상,548,4.41,139,49.64
813,2020-06-21,여성,7151,57.57,130,46.43
814,2020-06-21,남성,5270,42.43,150,53.57
815,2020-06-22,0-9,177,1.42,0,0.0
816,2020-06-22,10-19,692,5.56,0,0.0
817,2020-06-22,20-29,3302,26.55,0,0.0
818,2020-06-22,30-39,1420,11.42,2,0.71
819,2020-06-22,40-49,1624,13.06,3,1.07
820,2020-06-22,50-59,2235,17.97,15,5.36
821,2020-06-22,60-69,1610,12.94,40,14.29
822,2020-06-22,70-79,830,6.67,81,28.93
823,2020-06-22,80 이상,548,4.41,139,49.64
824,2020-06-22,여성,7159,57.56,130,46.43
825,2020-06-22,남성,5279,42.44,150,53.57
826,2020-06-23,0-9,180,1.44,0,0.0
827,2020-06-23,10-19,692,5.54,0,0.0
828,2020-06-23,20-29,3306,26.48,0,0.0
829,2020-06-23,30-39,1429,11.45,2,0.71
830,2020-06-23,40-49,1633,13.08,3,1.07
831,2020-06-23,50-59,2244,17.98,15,5.34
832,2020-06-23,60-69,1617,12.95,41,14.59
833,2020-06-23,70-79,834,6.68,81,28.83
834,2020-06-23,80 이상,549,4.4,139,49.47
835,2020-06-23,여성,7170,57.43,151,50.17
836,2020-06-23,남성,5314,42.57,150,49.83
837,2020-06-24,0-9,182,1.45,0,0.0
838,2020-06-24,10-19,693,5.53,0,0.0
839,2020-06-24,20-29,3309,26.4,0,0.0
840,2020-06-24,30-39,1444,11.52,2,0.71
841,2020-06-24,40-49,1644,13.12,3,1.07
842,2020-06-24,50-59,2254,17.98,15,5.34
843,2020-06-24,60-69,1622,12.94,41,14.59
844,2020-06-24,70-79,836,6.67,81,28.83
845,2020-06-24,80 이상,551,4.4,139,49.47
846,2020-06-24,여성,7190,57.36,131,46.62
847,2020-06-24,남성,5345,42.64,150,53.38
848,2020-06-25,0-9,183,1.46,0,0.0
849,2020-06-25,10-19,696,5.54,0,0.0
850,2020-06-25,20-29,3309,26.34,0,0.0
851,2020-06-25,30-39,1453,11.57,2,0.71
852,2020-06-25,40-49,1646,13.1,3,1.06
853,2020-06-25,50-59,2260,17.99,15,5.32
854,2020-06-25,60-69,1627,12.95,41,14.54
855,2020-06-25,70-79,838,6.67,82,29.08
856,2020-06-25,80 이상,551,4.39,139,49.29
857,2020-06-25,여성,7203,57.34,131,46.45
858,2020-06-25,남성,5360,42.66,151,53.55
859,2020-06-26,0-9,184,1.46,0,0.0
860,2020-06-26,10-19,698,5.54,0,0.0
861,2020-06-26,20-29,3317,26.32,0,0.0
862,2020-06-26,30-39,1463,11.61,2,0.71
863,2020-06-26,40-49,1651,13.1,3,1.06
864,2020-06-26,50-59,2264,17.97,15,5.32
865,2020-06-26,60-69,1633,12.96,41,14.54
866,2020-06-26,70-79,839,6.66,82,29.08
867,2020-06-26,80 이상,553,4.39,139,49.29
868,2020-06-26,여성,7218,57.28,131,46.45
869,2020-06-26,남성,5384,42.72,151,53.55
870,2020-06-27,0-9,185,1.46,0,0.0
871,2020-06-27,10-19,700,5.53,0,0.0
872,2020-06-27,20-29,3331,26.33,0,0.0
873,2020-06-27,30-39,1473,11.64,2,0.71
874,2020-06-27,40-49,1657,13.1,3,1.06
875,2020-06-27,50-59,2269,17.93,15,5.32
876,2020-06-27,60-69,1640,12.96,41,14.54
877,2020-06-27,70-79,843,6.66,82,29.08
878,2020-06-27,80 이상,555,4.39,139,49.29
879,2020-06-27,여성,7241,57.23,131,46.45
880,2020-06-27,남성,5412,42.77,151,53.55
881,2020-06-28,0-9,187,1.47,0,0.0
882,2020-06-28,10-19,703,5.53,0,0.0
883,2020-06-28,20-29,3343,26.29,0,0.0
884,2020-06-28,30-39,1485,11.68,2,0.71
885,2020-06-28,40-49,1667,13.11,3,1.06
886,2020-06-28,50-59,2275,17.89,15,5.32
887,2020-06-28,60-69,1653,13.0,41,14.54
888,2020-06-28,70-79,846,6.65,82,29.08
889,2020-06-28,80 이상,556,4.37,139,49.29
890,2020-06-28,여성,7265,57.14,131,46.45
891,2020-06-28,남성,5450,42.86,151,53.55
892,2020-06-29,0-9,190,1.49,0,0.0
893,2020-06-29,10-19,704,5.52,0,0.0
894,2020-06-29,20-29,3352,26.28,0,0.0
895,2020-06-29,30-39,1490,11.68,2,0.71
896,2020-06-29,40-49,1673,13.11,3,1.06
897,2020-06-29,50-59,2280,17.87,15,5.32
898,2020-06-29,60-69,1665,13.05,41,14.54
899,2020-06-29,70-79,847,6.64,82,29.08
900,2020-06-29,80 이상,556,4.36,139,49.29
901,2020-06-29,여성,7287,57.12,131,46.45
902,2020-06-29,남성,5470,42.88,151,53.55
903,2020-06-30,0-9,193,1.51,0,0.0
904,2020-06-30,10-19,708,5.53,0,0.0
905,2020-06-30,20-29,3362,26.27,0,0.0
906,2020-06-30,30-39,1496,11.69,2,0.71
907,2020-06-30,40-49,1681,13.13,3,1.06
908,2020-06-30,50-59,2286,17.86,15,5.32
909,2020-06-30,60-69,1668,13.03,41,14.54
910,2020-06-30,70-79,850,6.64,82,29.08
911,2020-06-30,80 이상,556,4.34,139,49.29
912,2020-06-30,여성,7305,57.07,131,46.45
913,2020-06-30,남성,5495,42.93,151,53.55
914,2020-07-01,0-9,193,1.51,0,0.0
915,2020-07-01,10-19,708,5.53,0,0.0
916,2020-07-01,20-29,3362,26.27,0,0.0
917,2020-07-01,30-39,1496,11.69,2,0.71
918,2020-07-01,40-49,1681,13.13,3,1.06
919,2020-07-01,50-59,2286,17.86,15,5.32
920,2020-07-01,60-69,1668,13.03,41,14.54
921,2020-07-01,70-79,850,6.64,82,29.08
922,2020-07-01,80 이상,556,4.34,139,49.29
923,2020-07-01,여성,7305,57.07,131,46.45
924,2020-07-01,남성,5495,42.93,151,53.55
925,2020-07-02,0-9,194,1.5,0,0.0
926,2020-07-02,10-19,712,5.52,0,0.0
927,2020-07-02,20-29,3374,26.15,0,0.0
928,2020-07-02,30-39,1515,11.74,2,0.71
929,2020-07-02,40-49,1685,13.06,3,1.06
930,2020-07-02,50-59,2316,17.95,15,5.32
931,2020-07-02,60-69,1686,13.07,41,14.54
932,2020-07-02,70-79,864,6.7,82,29.08
933,2020-07-02,80 이상,558,4.32,139,49.29
934,2020-07-02,여성,7349,56.95,131,46.45
935,2020-07-02,남성,5555,43.05,151,53.55
936,2020-07-03,0-9,196,1.51,0,0.0
937,2020-07-03,10-19,722,5.57,0,0.0
938,2020-07-03,20-29,3384,26.1,0,0.0
939,2020-07-03,30-39,1525,11.76,2,0.71
940,2020-07-03,40-49,1691,13.04,3,1.06
941,2020-07-03,50-59,2323,17.91,15,5.32
942,2020-07-03,60-69,1697,13.09,41,14.54
943,2020-07-03,70-79,868,6.69,82,29.08
944,2020-07-03,80 이상,561,4.33,139,49.29
945,2020-07-03,여성,7380,56.91,131,46.45
946,2020-07-03,남성,5587,43.09,151,53.55
947,2020-07-04,0-9,199,1.53,0,0.0
948,2020-07-04,10-19,724,5.56,0,0.0
949,2020-07-04,20-29,3396,26.06,0,0.0
950,2020-07-04,30-39,1541,11.83,2,0.71
951,2020-07-04,40-49,1699,13.04,3,1.06
952,2020-07-04,50-59,2331,17.89,15,5.3
953,2020-07-04,60-69,1706,13.09,41,14.49
954,2020-07-04,70-79,870,6.68,82,28.98
955,2020-07-04,80 이상,564,4.33,140,49.47
956,2020-07-04,여성,7405,56.83,132,46.64
957,2020-07-04,남성,5625,43.17,151,53.36
958,2020-07-05,0-9,202,1.54,0,0.0
959,2020-07-05,10-19,727,5.55,0,0.0
960,2020-07-05,20-29,3404,26.0,0,0.0
961,2020-07-05,30-39,1550,11.84,2,0.71
962,2020-07-05,40-49,1710,13.06,3,1.06
963,2020-07-05,50-59,2338,17.86,15,5.3
964,2020-07-05,60-69,1720,13.14,41,14.49
965,2020-07-05,70-79,876,6.69,82,28.98
966,2020-07-05,80 이상,564,4.31,140,49.47
967,2020-07-05,여성,7434,56.79,132,46.64
968,2020-07-05,남성,5657,43.21,151,53.36
969,2020-07-06,0-9,206,1.57,0,0.0
970,2020-07-06,10-19,728,5.54,0,0.0
971,2020-07-06,20-29,3411,25.96,0,0.0
972,2020-07-06,30-39,1560,11.87,2,0.7
973,2020-07-06,40-49,1716,13.06,3,1.06
974,2020-07-06,50-59,2347,17.87,15,5.28
975,2020-07-06,60-69,1724,13.12,41,14.44
976,2020-07-06,70-79,878,6.68,83,29.23
977,2020-07-06,80 이상,567,4.32,140,49.3
978,2020-07-06,여성,7455,56.75,133,46.83
979,2020-07-06,남성,5682,43.25,151,53.17
980,2020-07-07,0-9,207,1.57,0,0.0
981,2020-07-07,10-19,730,5.54,0,0.0
982,2020-07-07,20-29,3423,25.97,0,0.0
983,2020-07-07,30-39,1566,11.88,2,0.7
984,2020-07-07,40-49,1723,13.07,3,1.05
985,2020-07-07,50-59,2354,17.86,15,5.26
986,2020-07-07,60-69,1731,13.13,41,14.39
987,2020-07-07,70-79,880,6.68,83,29.12
988,2020-07-07,80 이상,567,4.3,141,49.47
989,2020-07-07,여성,7478,56.73,133,46.67
990,2020-07-07,남성,5703,43.27,152,53.33
991,2020-07-08,0-9,208,1.57,0,0.0
992,2020-07-08,10-19,733,5.53,0,0.0
993,2020-07-08,20-29,3434,25.93,0,0.0
994,2020-07-08,30-39,1577,11.91,2,0.7
995,2020-07-08,40-49,1738,13.12,3,1.05
996,2020-07-08,50-59,2364,17.85,15,5.26
997,2020-07-08,60-69,1736,13.11,41,14.39
998,2020-07-08,70-79,886,6.69,83,29.12
999,2020-07-08,80 이상,568,4.29,141,49.47
1000,2020-07-08,여성,7506,56.67,133,46.67
1001,2020-07-08,남성,5738,43.33,152,53.33
1002,2020-07-09,0-9,210,1.58,0,0.0
1003,2020-07-09,10-19,737,5.54,0,0.0
1004,2020-07-09,20-29,3445,25.92,0,0.0
1005,2020-07-09,30-39,1584,11.92,2,0.7
1006,2020-07-09,40-49,1749,13.16,3,1.05
1007,2020-07-09,50-59,2373,17.85,15,5.23
1008,2020-07-09,60-69,1739,13.08,41,14.29
1009,2020-07-09,70-79,887,6.67,83,28.92
1010,2020-07-09,80 이상,569,4.28,143,49.83
1011,2020-07-09,여성,7527,56.62,134,46.69
1012,2020-07-09,남성,5766,43.38,153,53.31
1013,2020-07-10,0-9,213,1.6,0,0.0
1014,2020-07-10,10-19,740,5.55,0,0.0
1015,2020-07-10,20-29,3455,25.9,0,0.0
1016,2020-07-10,30-39,1593,11.94,2,0.69
1017,2020-07-10,40-49,1754,13.15,3,1.04
1018,2020-07-10,50-59,2381,17.85,15,5.21
1019,2020-07-10,60-69,1742,13.06,41,14.24
1020,2020-07-10,70-79,890,6.67,83,28.82
1021,2020-07-10,80 이상,570,4.27,144,50.0
1022,2020-07-10,여성,7536,56.5,135,46.88
1023,2020-07-10,남성,5802,43.5,153,53.13
1024,2020-07-11,0-9,214,1.6,0,0.0
1025,2020-07-11,10-19,740,5.53,0,0.0
1026,2020-07-11,20-29,3463,25.9,0,0.0
1027,2020-07-11,30-39,1599,11.96,2,0.69
1028,2020-07-11,40-49,1756,13.13,3,1.04
1029,2020-07-11,50-59,2389,17.86,15,5.21
1030,2020-07-11,60-69,1744,13.04,41,14.24
1031,2020-07-11,70-79,894,6.69,83,28.82
1032,2020-07-11,80 이상,574,4.29,144,50.0
1033,2020-07-11,여성,7549,56.45,135,46.88
1034,2020-07-11,남성,5824,43.55,153,53.13
1035,2020-07-12,0-9,216,1.61,0,0.0
1036,2020-07-12,10-19,746,5.56,0,0.0
1037,2020-07-12,20-29,3467,25.84,0,0.0
1038,2020-07-12,30-39,1612,12.01,2,0.69
1039,2020-07-12,40-49,1761,13.13,3,1.04
1040,2020-07-12,50-59,2392,17.83,15,5.19
1041,2020-07-12,60-69,1753,13.07,41,14.19
1042,2020-07-12,70-79,895,6.67,84,29.07
1043,2020-07-12,80 이상,575,4.29,144,49.83
1044,2020-07-12,여성,7561,56.35,136,47.06
1045,2020-07-12,남성,5856,43.65,153,52.94
1046,2020-07-13,0-9,219,1.62,0,0.0
1047,2020-07-13,10-19,750,5.56,0,0.0
1048,2020-07-13,20-29,3485,25.86,0,0.0
1049,2020-07-13,30-39,1627,12.07,2,0.69
1050,2020-07-13,40-49,1770,13.13,3,1.04
1051,2020-07-13,50-59,2396,17.78,15,5.19
1052,2020-07-13,60-69,1758,13.04,41,14.19
1053,2020-07-13,70-79,898,6.66,84,29.07
1054,2020-07-13,80 이상,576,4.27,144,49.83
1055,2020-07-13,여성,7584,56.27,136,47.06
1056,2020-07-13,남성,5895,43.73,153,52.94
1057,2020-07-14,0-9,221,1.64,0,0.0
1058,2020-07-14,10-19,752,5.57,0,0.0
1059,2020-07-14,20-29,3491,25.84,0,0.0
1060,2020-07-14,30-39,1632,12.08,2,0.69
1061,2020-07-14,40-49,1773,13.12,3,1.04
1062,2020-07-14,50-59,2402,17.78,15,5.19
1063,2020-07-14,60-69,1762,13.04,41,14.19
1064,2020-07-14,70-79,902,6.68,84,29.07
1065,2020-07-14,80 이상,577,4.27,144,49.83
1066,2020-07-14,여성,7601,56.25,136,47.06
1067,2020-07-14,남성,5911,43.75,153,52.94
1068,2020-07-15,0-9,222,1.64,0,0.0
1069,2020-07-15,10-19,753,5.56,0,0.0
1070,2020-07-15,20-29,3495,25.79,0,0.0
1071,2020-07-15,30-39,1640,12.1,2,0.69
1072,2020-07-15,40-49,1782,13.15,3,1.04
1073,2020-07-15,50-59,2411,17.79,15,5.19
1074,2020-07-15,60-69,1769,13.05,41,14.19
1075,2020-07-15,70-79,902,6.66,84,29.07
1076,2020-07-15,80 이상,577,4.26,144,49.83
1077,2020-07-15,여성,7607,56.14,136,47.06
1078,2020-07-15,남성,5944,43.86,153,52.94
1079,2020-07-16,0-9,221,1.64,0,0.0
1080,2020-07-16,10-19,752,5.57,0,0.0
1081,2020-07-16,20-29,3491,25.84,0,0.0
1082,2020-07-16,30-39,1632,12.08,2,0.69
1083,2020-07-16,40-49,1773,13.12,3,1.03
1084,2020-07-16,50-59,2402,17.78,15,5.15
1085,2020-07-16,60-69,1762,13.04,41,14.09
1086,2020-07-16,70-79,902,6.68,86,29.55
1087,2020-07-16,80 이상,577,4.27,144,49.48
1088,2020-07-16,여성,7601,56.25,137,47.08
1089,2020-07-16,남성,5911,43.75,154,52.92
